effect	px	py	pz	lx	ly	lz	fov	near	far	_
BulletImpact_autogun_1shot	1.07015	-1.72783685	-29.4044685	1.07015	-1.72783685	11.6400175	40	0.01	1299.041	0
BulletImpact_autogun_1shotSniper	0.7886106	-2.36061621	-69.45784	0.7886106	-2.36061621	29.6370087	40	0.01	3136.31079	0
BulletImpact_autogun_2shot	1.09150207	-2.15095925	-31.6728172	1.09150207	-2.15095925	12.8756418	40	0.01	1409.94019	0
BulletImpact_autogun_3shot	1.0133568	-3.01804733	-35.2861633	1.0133568	-3.01804733	14.3342	40	0.01	1570.46387	0
BulletImpact_autogun_4shot	1.52041233	-2.843271	-35.35697	1.52041233	-2.843271	14.33341	40	0.01	1572.67993	0
BulletImpact_autogun_6shot	1.805183	-6.83659554	-39.5450668	1.805183	-6.83659554	14.0520153	40	0.01	1696.32544	0
BulletImpact_autogun_6shot_twinlink	0.0421962738	-2.98616028	-39.10441	0.0421962738	-2.98616028	15.372818	40	0.01	1724.18152	0
BulletImpact_autogun_8shot	1.96636426	-5.990055	-41.1473427	1.96636426	-5.990055	15.5317917	40	0.01	1793.87109	0
BulletImpact_autogun_Automatic	1.68345571	-4.6885705	-40.08017	1.68345571	-4.6885705	15.521265	40	0.01	1759.76233	0
BulletImpact_autogun_liberator_1shot	0.930774331	-2.25428963	-29.5931416	0.930774331	-2.25428963	11.9342518	40	0.01	1314.32471	0
BulletImpact_autogun_liberator_repeat	-0.278813839	-5.359438	-42.0702477	-0.278813839	-5.359438	15.8463869	40	0.01	1833.03735	0
BulletImpact_autogun_Shotgun	-0.170265436	-0.163430452	-28.96	-0.170265436	-0.163430452	11.3973436	40	0.01	1277.29309	0
BulletImpact_Bolter_Large Area	-4.000787	-7.01797676	-43.2864761	-4.000787	-7.01797676	14.17272	40	0.01	1818.55969	0
BulletImpact_Bolter_Wide Area	-3.36742353	-9.309385	-49.4280624	-3.36742353	-9.309385	14.0953159	40	0.01	2010.48853	0
BulletImpact_BulletHole	0	-1.19191551	-20.00609	0	-1.19191551	1.3809998	40	0.01	676.8926	0
BulletImpact_Chaos_Melta	0.212800026	-0.448153019	-129.3322	0.212800026	-0.448153019	50.8463135	40	0.01	5702.57471	0
BulletImpact_ChaosMissile	0.08719993	0.243200064	-30.119854	0.08719993	0.243200064	10.7803679	40	0.01	1294.4751	0
BulletImpact_ChemVial	-0.383387685	-3.15380383	-17.2746887	-0.383387685	-3.15380383	0	40	0.01	546.7367	0
BulletImpact_Combi_Flamer_Infernus	-0.0104112625	0.343462944	-35.30581	-0.0104112625	0.343462944	11.93413	40	0.01	1495.12451	0
BulletImpact_DA_MissileVolley_Ballistus	-0.237890244	0.199798226	-6.19506073	-0.237890244	0.199798226	-0.158663154	40	0.01	191.049469	0
BulletImpact_DCannon	0	0	-114.457581	0	0	48.6154137	40	0.01	5161.193	0
BulletImpact_DCannon_2	0	0	-116.314606	0	0	50.3920326	40	0.01	5276.196	0
BulletImpact_DCannon_2_twinlink	6.175041E-05	0	-115.257156	6.175041E-05	0	50.62212	40	0.01	5250.01	0
BulletImpact_DCannon_twinlink	4.76837158E-07	0	-114.711494	4.76837158E-07	0	48.5374832	40	0.01	5166.7627	0
BulletImpact_DeathSpinner	0.0550203323	0.273462057	-16.538475	0.0550203323	0.273462057	7.78573	40	0.01	769.851	0
BulletImpact_DeathSpinner Test	0	-4.71734428	-39.93461	0	-4.71734428	0	40	0.01	1263.9137	0
BulletImpact_deathspinner_arc	0.0940885544	4.19373274	-114.112534	0.0940885544	4.19373274	45.9939537	40	0.01	5067.30371	0
BulletImpact_deathspinner_arc_alt	-0.0104727745	3.40940619	-21.6942654	-0.0104727745	3.40940619	3.00398016	40	0.01	781.6893	0
BulletImpact_DeathSpinner_spider	-0.0798038244	0.280044675	-17.064621	-0.0798038244	0.280044675	7.04748535	40	0.01	763.1381	0
BulletImpact_DeathSpinner_spider_twinlink	-0.18084693	0.208913326	-18.0753632	-0.18084693	0.208913326	7.368384	40	0.01	805.284	0
BulletImpact_DeathSpinner_twinlink	0.0262588263	0.174212933	-16.6816	0.0262588263	0.174212933	7.683701	40	0.01	771.1517	0
BulletImpact_DeathSpinner_twinlink_large	0.0814094543	0.0716503859	-23.8822746	0.0814094543	0.0716503859	6.83155346	40	0.01	972.079956	0
BulletImpact_DeathSpinner_twinlink_large parabolic	0.9289665	-9.080189	-65.933815	0.9289665	-9.080189	17.93502	40	0.01	2654.41382	0
BulletImpact_DesolationMissile	-0.3833896	0.160000026	-34.7868042	-0.3833896	0.160000026	14.9840822	40	0.01	1575.22778	0
BulletImpact_DesolationMissile_AOE	0.03868878	0.160000026	-37.0351372	0.03868878	0.160000026	15.9729071	40	0.01	1677.68274	0
BulletImpact_DynamiteBundle_Throw	-0.5739118	-1.11788917	-9.645471	-0.5739118	-1.11788917	0.32	40	0.01	315.403	0
BulletImpact_Eldar_Lasblaster	-2.65337372	-1.24864054	-168.107239	-2.65337372	-1.24864054	73.8494949	40	0.01	7657.83	0
BulletImpact_Flamethrower_ClearanceIncinerator	-0.0119757652	0.691133	-68.10607	-0.0119757652	0.691133	23.51	40	0.01	2899.6106	0
BulletImpact_Flamethrower_HandFlamer	0.105276108	0.3744588	-32.66374	0.105276108	0.3744588	12.5733	40	0.01	1431.73352	0
BulletImpact_FlamethrowerSororitas	0	0.0188007355	-1010.25031	0	0.0188007355	254.887863	40	0.01	40041.0977	0
BulletImpact_FlamethrowerSororitas_long	-0.145476341	0.261117458	-69.44658	-0.145476341	0.261117458	23.51	40	0.01	2942.037	0
BulletImpact_FlamethrowerSororitas_twinlink	0	0.0188007355	-1017.71826	0	0.0188007355	254.7328	40	0.01	40272.5469	0
BulletImpact_FusionGun	0	0	-116.314606	0	0	50.3920326	40	0.01	5276.196	0
BulletImpact_gatling_1s	1.43600845	-2.40382218	-32.1591759	1.43600845	-2.40382218	13.130127	40	0.01	1433.3877	0
BulletImpact_gatling_1s_invader	1.77359939	-2.83458185	-31.6658821	1.77359939	-2.83458185	13.3440371	40	0.01	1424.54517	0
BulletImpact_Ghazghkull_AA	2.66603041	-7.35347843	-52.8642654	2.66603041	-7.35347843	15.3411331	40	0.01	2158.67261	0
BulletImpact_Gordrang	1.57794833	-4.13309526	-36.4966125	1.57794833	-4.13309526	14.7176046	40	0.01	1620.90869	0
BulletImpact_Grenade_ThumpGun	0.01050663	-0.5599947	-19.8117714	0.01050663	-0.5599947	7.137875	40	0.01	852.9451	0
BulletImpact_GrenadeLauncher	-0.383387685	-0.287324429	-19.33286	-0.383387685	-0.287324429	7.12402344	40	0.01	837.3494	0
BulletImpact_GrenadierGauntlet	0	-0.650926948	-18.6890621	0	-0.650926948	7.21281862	40	0.01	819.7838	0
BulletImpact_Kroot_KrootGun OLD	0.05084741	0.08937478	-36.2330437	0.05084741	0.08937478	14.037159	40	0.01	1591.03113	0
BulletImpact_Kroot_KrootPistol	0	0.160000026	-15.2888126	0	0.160000026	6.01766157	40	0.01	674.3411	0
BulletImpact_Kroot_KrootRifle	0	0.160000026	-16.3793259	0	0.160000026	5.78650427	40	0.01	701.5393	0
BulletImpact_Kroot_KrootScattergun	0	0.160000026	-16.379921	0	0.160000026	5.78678942	40	0.01	701.5672	0
BulletImpact_Kroot_RepeaterCannon	0	0.160000026	-16.37374	0	0.160000026	5.78382635	40	0.01	701.2778	0
BulletImpact_Kroot_RepeaterCannon OLD	-0.0608229637	0.101414919	-39.91881	-0.0608229637	0.101414919	16.0102577	40	0.01	1770.13184	0
BulletImpact_Lascannon	-0.104007721	0	-75.60474	-0.104007721	0	29.4155331	40	0.01	3323.848	0
BulletImpact_Lascannon_2shots	-0.104007721	0	-75.60474	-0.104007721	0	29.4155331	40	0.01	3323.848	0
BulletImpact_Lascannon_twinlink	-0.07795143	0	-75.6724243	-0.07795143	0	29.3976135	40	0.01	3325.423	0
BulletImpact_Lascannon_twinlink_dread	0.277907848	0	-79.29709	0.277907848	0	28.89561	40	0.01	3424.25415	0
BulletImpact_LongRifle_trail	2.95639038E-05	0.159986973	-229.038086	2.95639038E-05	0.159986973	99.56	40	0.01	10399.9932	0
BulletImpact_MagicMissile_EC	0.0224195719	1.23619425	-16.5600452	0.0224195719	1.23619425	5.06052065	40	0.01	684.2819	0
BulletImpact_MagicMissile_EC_Fire	-0.6195564	0.9996059	-16.0907478	-0.6195564	0.9996059	4.57565546	40	0.01	654.083069	0
BulletImpact_MissileToTarget	-0.383387685	-2.13819456	-19.74014	-0.383387685	-2.13819456	0.5481838	40	0.01	642.117065	0
BulletImpact_MissileToTarget_Orks	-0.383387685	-2.138648	-19.7758846	-0.383387685	-2.138648	0.5481838	40	0.01	643.2483	0
BulletImpact_Morgrim	1.95442486	-2.191158	-34.5799561	1.95442486	-2.191158	14.7772837	40	0.01	1562.13623	0
BulletImpact_Needle gun_1shot	0	0.182441115	-27.1549187	0	0.182441115	12.3990049	40	0.01	1251.86523	0
BulletImpact_noisemarine	-0.391466379	0.23119998	-36.9178772	-0.391466379	0.23119998	14.6090794	40	0.01	1630.80676	0
BulletImpact_Ork Heavy Lobba	-0.03959334	0.200142384	-5.106078	-0.03959334	0.200142384	0.983257651	40	0.01	192.72496	0
BulletImpact_Ork Missile Big	-0.482416034	0.238090158	-5.57462645	-0.482416034	0.238090158	0.6103512	40	0.01	195.751984	0
BulletImpact_Ork Missiles 1	-0.383387685	0.160000026	-34.2706833	-0.383387685	0.160000026	14.7427511	40	0.01	1551.25488	0
BulletImpact_Ork Missiles 2	-0.490003943	0.160000026	-34.154686	-0.490003943	0.160000026	15.2429781	40	0.01	1563.41553	0
BulletImpact_Ork Snakebite Squig Hook	-0.383387685	0.05876088	-17.5714474	-0.383387685	0.05876088	6.219755	40	0.01	752.9817	0
BulletImpact_Psychophage	0	-0.477177143	-28.7191277	0	-0.477177143	7.864537	40	0.01	1157.85779	0
BulletImpact_Pyrovore	-0.0297050476	0.184741616	-9.914976	-0.0297050476	0.184741616	0.8396783	40	0.01	340.380341	0
BulletImpact_Pyrovore OLD	-1.13210726	0.20753336	-21.2316837	-1.13210726	0.20753336	3.04632425	40	0.01	768.3889	0
BulletImpact_RandomShitGo	1.57881808	-4.37776375	-40.93925	1.57881808	-4.37776375	14.1108322	40	0.01	1742.31226	0
BulletImpact_RiftCannon	0	0.4000001	-298.450256	0	0.4000001	120.13887	40	0.01	13248.1719	0
BulletImpact_Rippergun	0.770182848	-0.96766305	-22.9894352	0.770182848	-0.96766305	9.393896	40	0.01	1024.91907	0
BulletImpact_Saboteur_DetonatorOnly	0	0.2000575	-38.3554878	0	0.2000575	0.499969482	40	0.01	1229.75916	0
BulletImpact_SaboteurExplosive	0	0.159990788	-38.4556541	0	0.159990788	0.3999853	40	0.01	1229.76489	0
BulletImpact_Screamer-Killer	-2.38418579E-07	-0.35918808	-26.227005	-2.38418579E-07	-0.35918808	5.808219	40	0.01	1013.90161	0
BulletImpact_Shuriken_Long	-0.12462616	0.156574845	-45.5009155	-0.12462616	0.156574845	19.3236141	40	0.01	2051.66943	0
BulletImpact_Shuriken_Long_twinlink	-0.07380748	0.339282036	-45.8856239	-0.07380748	0.339282036	19.3248329	40	0.01	2063.88379	0
BulletImpact_Shuriken_Pistol	-0.06029737	0.197922826	-44.5148	-0.06029737	0.197922826	19.4415169	40	0.01	2024.19092	0
BulletImpact_Shuriken_Short	0.04579854	-0.0249711275	-44.62226	0.04579854	-0.0249711275	19.4576874	40	0.01	2028.10388	0
BulletImpact_Shuriken_Short_twinlink	-0.0105965137	0.193142414	-45.0111923	-0.0105965137	0.193142414	19.46446	40	0.01	2040.62769	0
BulletImpact_Sonic Weapon 1	-1.57356262E-05	0.160002232	-61.7449379	-1.57356262E-05	0.160002232	17.1200066	40	0.01	2496.04272	0
BulletImpact_Sonic Weapon 1 Dual Pistol	-2.38418579E-06	0.159989834	-55.44168	-2.38418579E-06	0.159989834	18.842123	40	0.01	2351.05151	0
BulletImpact_Sonic Weapon 1 Dual Pistol OLD	2.7179718E-05	0.15999651	-57.39885	2.7179718E-05	0.15999651	18.3513775	40	0.01	2397.46313	0
BulletImpact_Sonic Weapon 2	9.536743E-06	0.159995079	-55.1163025	9.536743E-06	0.159995079	18.84211	40	0.01	2340.753	0
BulletImpact_Sonic Weapon 2 Pistol	0.399999619	0.159999847	-77.9625854	0.399999619	0.159999847	25.6223927	40	0.01	3278.42139	0
BulletImpact_Sonic Weapon 2 Twinlink	0.199999809	0.159999847	-66.8846741	0.199999809	0.159999847	19.2059269	40	0.01	2724.73169	0
BulletImpact_Sonic Weapon 2 variant	-4.339218E-05	0.159978867	-57.9200974	-4.339218E-05	0.159978867	18.1113644	40	0.01	2406.36426	0
BulletImpact_Sororitas_Melta	0	0	-158.548691	0	0	58.83829	40	0.01	6880.208	0
BulletImpact_Sororitas_MissileVolley	-0.256227016	1.2	-5.76090527	-0.256227016	1.2	0.002285719	40	0.01	182.402618	0
BulletImpact_Sororitas_MissileVolley_board_down	0.165840626	16	-15.6358929	0.165840626	16	-0.04591608	40	0.01	493.416321	0
BulletImpact_Sororitas_MissileVolley_board_up	-0.252467632	1.2	-5.780297	-0.252467632	1.2	-0.0006521344	40	0.01	182.923355	0
BulletImpact_Sororitas_MissileVolley_MoveAnim	0.00666117668	20.36456	-63.70139	0.00666117668	20.36456	-0.06777394	40	0.01	2013.97742	0
BulletImpact_Sororitas_MultiMelta	0	0.184800148	-158.6504	0	0.184800148	58.83829	40	0.01	6883.427	0
BulletImpact_Sororitas_MultiMelta_Junith	0	0.184800148	-159.491028	0	0.184800148	58.6678352	40	0.01	6904.637	0
BulletImpact_Sororitas_SaintCelestine	0	0	-340.968933	0	0	100.547989	40	0.01	13973.8281	0
BulletImpact_Spore Launch	0	-1.61600018	-25.85085	0	-1.61600018	0	40	0.01	818.16864	0
BulletImpact_Spore Launch 1	0	-1.61600018	-25.85085	0	-1.61600018	0	40	0.01	818.16864	0
BulletImpact_stormbolter_4shots	-0.7147999	-1.51438379	-39.74652	-0.7147999	-1.51438379	15.7860813	40	0.01	1757.58386	0
BulletImpact_stormbolter_4shots_Logan_AA	-0.24987936	-1.677037	-39.47136	-0.24987936	-1.677037	15.96406	40	0.01	1754.508	0
BulletImpact_stormbolter_6shots	-1.41152859	-3.90404654	-42.5611649	-1.41152859	-3.90404654	15.78615	40	0.01	1846.66821	0
BulletImpact_tank_baneblade	0	-0.200000048	-89.49649	0	-0.200000048	36.25742	40	0.01	3980.059	0
BulletImpact_tank_big	0	-0.200000048	-89.34119	0	-0.200000048	36.1849632	40	0.01	3972.85034	0
BulletImpact_tank_huge	0	-0.200000048	-89.3410339	0	-0.200000048	36.1848946	40	0.01	3972.84351	0
BulletImpact_tank_small	0	0	-85.149826	0	0	36.8253479	40	0.01	3860.46362	0
BulletImpact_Tau_Burst Cannon	-0.45681715	0.200000048	-47.7208252	-0.45681715	0.200000048	19.1039715	40	0.01	2114.977	0
BulletImpact_Tau_Burst Cannon_short	-0.445954084	0.18944478	-47.71801	-0.445954084	0.18944478	19.0994167	40	0.01	2114.744	0
BulletImpact_Tau_FusionBlaster	0.5	0.05249977	-225.196777	0.5	0.05249977	91.09814	40	0.01	10010.6025	0
BulletImpact_Tau_FusionBlaster Dual	9.82284546E-05	0.05249977	-214.847137	9.82284546E-05	0.05249977	93.30572	40	0.01	9752.91	0
BulletImpact_Tau_GravPulse	-0.2867725	0.159999967	-85.6957855	-0.2867725	0.159999967	36.9536	40	0.01	3881.80225	0
BulletImpact_Tau_IonAccelerator	-37.8823776	-1.31500053	-252.917343	-37.8823776	-1.31500053	38.07491	40	0.01	9209.784	0
BulletImpact_Tau_Missile 10x	-0.180175185	0.187383056	-20.7235832	-0.180175185	0.187383056	8.246997	40	0.01	916.90686	0
BulletImpact_Tau_Missile 3x	-0.463223815	0.111439347	-19.75549	-0.463223815	0.111439347	8.411229	40	0.01	891.464966	0
BulletImpact_Tau_Plasma Cannon	0.0195014477	0.107705116	-62.9981766	0.0195014477	0.107705116	23.6716747	40	0.01	2743.065	0
BulletImpact_Tau_Pulse Blaster	0.00325870514	0.3578341	-37.8481636	0.00325870514	0.3578341	14.70642	40	0.01	1663.33081	0
BulletImpact_Tau_Pulse Bomb	-0.009959936	0.200000048	-15.0606995	-0.009959936	0.200000048	0.5	40	0.01	492.4897	0
BulletImpact_Tau_Pulse Carbine	0.453827143	0.379459381	-61.370224	0.453827143	0.379459381	17.3734188	40	0.01	2492.20361	0
BulletImpact_Tau_Pulse Carbine Dual	-0.0891161	0.171134233	-62.4463	-0.0891161	0.171134233	17.3914833	40	0.01	2526.83276	0
BulletImpact_Tau_Pulse Carbine Dual OLD	0	0.200000048	-47.6759644	0	0.200000048	19.14583	40	0.01	2114.88184	0
BulletImpact_Tau_Pulse Carbine OLD	0	0.200000048	-50.6777573	0	0.200000048	18.5943928	40	0.01	2192.43457	0
BulletImpact_Tau_Pulse Drone Dual	0.428838	-0.382813454	-39.6997757	0.428838	-0.382813454	15.940217	40	0.01	1760.98267	0
BulletImpact_Tau_Pulse Pistol	0.4695983	0.803355336	-47.1226921	0.4695983	0.803355336	19.3187218	40	0.01	2102.843	0
BulletImpact_Tau_Pulse Rifle	-0.0620894432	-0.006883383	-50.5402451	-0.0620894432	-0.006883383	13.1156788	40	0.01	2014.68359	0
BulletImpact_Tau_Pulse Rifle Dual	0.373878241	0.262470722	-51.41168	0.373878241	0.262470722	13.0997267	40	0.01	2041.75916	0
BulletImpact_Tau_PulseARCcannon	0.212800026	0.480800152	-184.1674	0.212800026	0.480800152	51.2626	40	0.01	7451.26172	0
BulletImpact_Tau_Rail Rifle	0	0.200000048	-47.48305	0	0.200000048	19.5851479	40	0.01	2122.68066	0
BulletImpact_Tau_Sniper Pulse Rifle	0	0.199999809	-83.17929	0	0.199999809	28.4096565	40	0.01	3531.744	0
BulletImpact_Thunderfire	-1.87328386	-0.359795332	-20.398962	-1.87328386	-0.359795332	7.05634356	40	0.01	868.949036	0
BulletImpact_Tyranid_Barblauncher	0	0.458495617	-34.010582	0	0.458495617	10.6614857	40	0.01	1413.85229	0
BulletImpact_Tyranid_Big	0	-0.191213608	-33.98405	0	-0.191213608	11.0743876	40	0.01	1426.08093	0
BulletImpact_Tyranid_Cannon	0	0.384786129	-31.2703018	0	0.384786129	8.92554	40	0.01	1272.18176	0
BulletImpact_Tyranid_Small	0	-0.191213608	-31.841011	0	-0.191213608	9.908104	40	0.01	1321.34216	0
BulletImpact_Tyranid_Small_Dual	0	-0.191213608	-32.16947	0	-0.191213608	9.907498	40	0.01	1331.71863	0
BulletImpact_Tyranid_Stranglethorn	0	-0.191213608	-58.9149857	0	-0.191213608	23.5448532	40	0.01	2609.81958	0
BulletImpact_Tyranid_Stranglethorn_Dual	0	-0.191213608	-33.7004433	0	-0.191213608	10.753582	40	0.01	1406.95142	0
BulletImpact_ValkyrieMissile	-1.88738775	0.160000026	-35.6135178	-1.88738775	0.160000026	15.0637751	40	0.01	1603.91516	0
BulletImpact_Webber	-0.0577907562	0.231065035	-15.5104523	-0.0577907562	0.231065035	7.089171	40	0.01	715.2687	0
BulletImpactBurst_Blood	-0.1690619	-0.2604735	-35.74771	-0.1690619	-0.2604735	11.2167177	40	0.01	1486.40466	0
BulletImpactBurst_crowd	0.0499997139	-1.0544157	-24.903162	0.0499997139	-1.0544157	5.895	40	0.01	974.7491	0
BulletTrail	1.14172935	-1.00254631	-45.3136673	1.14172935	-1.00254631	2.15415072	40	0.01	1502.33679	0
BulletTrail_Single	1.40001869	-4.69275475	-44.82016	1.40001869	-4.69275475	1.942611	40	0.01	1480.02234	0
BulletTrail_Stormraven	-13.8600159	4.747605	-55.88228	-13.8600159	4.747605	0.3601818	40	0.01	1780.05042	0
BulletTrail_Stormraven_Single	0.360179663	9.7476	-78.88779	0.360179663	9.7476	29.8600178	40	0.01	3441.82275	0
CamouflageEffect	0	0.0260001421	-9.479216	0	0.0260001421	0.105999947	40	0.01	303.3681	0
CamouflageEffect New	0	-1.29999971	-31.0922871	0	-1.29999971	-0.007998943	40	0.01	983.8048	0
CantAttackEffect	0	-1.36299992	-23.3136	0	-1.36299992	1.43051147E-06	40	0.01	737.865845	0
Card_Buff_Hand	0	-0.313920021	-24.5067139	0	-0.313920021	0	40	0.01	775.6273	0
Card_Buff_Hand_Ork	0	-0.313920021	-24.5067139	0	-0.313920021	0	40	0.01	775.6273	0
Card_Buff_Hand_SW	0	-0.313920021	-26.53602	0	-0.313920021	0	40	0.01	839.854065	0
Card_Buff_Sabotage_trigger	0	-0.313920021	-24.5067139	0	-0.313920021	0	40	0.01	775.6273	0
Card_Buff_Tyranid	0	0.364000082	-12.3128519	0	0.364000082	0	40	0.01	389.696655	0
CardDisappear	0	0	-3.885536	0	0	0	40	0.01	122.9756	0
CardPrefab	0	0.712276936	-14.1607885	0	0.712276936	0.006052971	40	0.01	448.374664	0
Chaos_Destroy_Brutal	-0.04919195	0.0154700279	-33.4004631	-0.04919195	0.0154700279	-0.5	40	0.01	1041.286	0
Chronomancer_Buff	0	0.229000092	-14.663765	0	0.229000092	-0.0929999352	40	0.01	461.158661	0
CodexEffect	0	0.009999752	-20.2591	0	0.009999752	0	40	0.01	641.1921	0
CodexIdleEffect	0	0.009999752	-20.2591	0	0.009999752	0	40	0.01	641.1921	0
ComboEffect	0	-0.0568707	-19.9648571	0	-0.0568707	0.103263378	40	0.01	635.1477	0
CompanionEffect	0	-1.12638569	-23.3099556	0	-1.12638569	0.00326442719	40	0.01	737.85376	0
ConcussiveEffect	0	-0.655670166	-76.16727	0	-0.655670166	0	40	0.01	2410.66235	0
CoordinatedEngagement	0	0.2601235	-83.95526	0	0.2601235	-8.633902	40	0.01	2383.88965	0
Cosmic Serpent	0	0.305942059	-27.5582047	0	0.305942059	1.849	40	0.01	930.7258	0
Cosmic Serpent_Secondary	0	0.4499998	-27.2930679	0	0.4499998	1.849	40	0.01	922.3344	0
CreateCard	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard BlackLegion	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard DA	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard EC	2.49999952	5.6121	-40.3242226	2.49999952	5.6121	-0.211900234	40	0.01	1269.53845	0
CreateCard EC Elixir	2.49999952	3.08934975	-45.9997177	2.49999952	3.08934975	-0.211900234	40	0.01	1449.16541	0
CreateCard Gold	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard GSC	2.49999952	5.6121	-40.3242226	2.49999952	5.6121	-0.211900234	40	0.01	1269.53845	0
CreateCard GSC 5x	0	5.43710041	-44.4441757	0	5.43710041	-0.0118999481	40	0.01	1406.263	0
CreateCard Necron	2.49999952	5.6121	-40.3242226	2.49999952	5.6121	-0.211900234	40	0.01	1269.53845	0
CreateCard Orks	2.49999952	5.449849	-40.665947	2.49999952	5.449849	-0.211900234	40	0.01	1280.35388	0
CreateCard Orks 1	2.49999952	5.449849	-40.665947	2.49999952	5.449849	-0.211900234	40	0.01	1280.35388	0
CreateCard Sabotage	0	6.13351965	-38.18296	0	6.13351965	-0.138855934	40	0.01	1204.0802	0
CreateCard_Tau	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CrueltyEffect	0.0235176086	0.4476776	-137.36879	0.0235176086	0.4476776	0.106115341	40	0.01	4351.02344	0
Cryptek_Stun	0	0.229000092	-19.5206852	0	0.229000092	-0.0929999352	40	0.01	614.8782	0
Cut Axe SW	-0.405608654	-0.442855358	-31.491539	-0.405608654	-0.442855358	-0.00537490845	40	0.01	996.524048	0
Cut EC	0.89458704	-0.5125122	-30.8715115	0.89458704	-0.5125122	0	40	0.01	977.0705	0
Cut EC 3x	0.0493860245	0.07643795	-33.1214943	0.0493860245	0.07643795	0	40	0.01	1048.28162	0
Cut EC Reverse	-0.9971318	0.231118679	-31.2989979	-0.9971318	0.231118679	0	40	0.01	990.6003	0
Cut EC sword 7x warlord	0.0172252655	-0.0400443077	-28.06561	0.0172252655	-0.0400443077	0	40	0.01	888.264954	0
Cut Termie Lightning Claws	-0.4050789	0.225606441	-41.6894226	-0.4050789	0.225606441	-0.252498627	40	0.01	1311.46143	0
Cut Wulfen SW	0.396556854	0.00352954865	-25.9056835	0.396556854	0.00352954865	0	40	0.01	819.9041	0
Cut Wulfen SW Double	0.146172047	-0.0955863	-31.153923	0.146172047	-0.0955863	0	40	0.01	986.0087	0
Cut Wulfen SW Reverse	-0.263120174	-0.297013283	-25.9170761	-0.263120174	-0.297013283	0	40	0.01	820.2647	0
Cuts Brutal	-0.653481	0.421958923	-35.7749825	-0.653481	0.421958923	0	40	0.01	1132.26343	0
Cuts Brutal_Warp Spider	-0.00615596771	-0.000266551971	-35.805027	-0.00615596771	-0.000266551971	5.57899475E-05	40	0.01	1133.216	0
DaIrongobEffect	0	-0.400886059	-32.49307	0	-0.400886059	-0.00173521042	40	0.01	1028.33716	0
Death Cult Strike	0.317794323	0.318793774	-29.2366447	0.317794323	0.318793774	0	40	0.01	925.3277	0
Deathspinner Cut Effect	0	0	-3.53583765	0	0	0	40	0.01	111.907791	0
Debuff EC	0	-0.628307343	-29.1710167	0	-0.628307343	0	40	0.01	923.2506	0
Debuff_Mana_Tyranid	0	-4.01812	-451.404419	0	-4.01812	0.189994812	40	0.01	14292.7764	0
DeckBuff Grey	-1.31999969	0	-113.2551	-1.31999969	0	3.31100082	40	0.01	3689.26855	0
DeckBuff_BlackLegion	-1.04500008	1.41240025	-104.7921	-1.04500008	1.41240025	0.9790001	40	0.01	3347.61133	0
DeckBuff_Green	-0.6250496	0	-113.353935	-0.6250496	0	6.525049	40	0.01	3794.12	0
DeckBuff_Green 2	-1.04500008	1.41240025	-104.7921	-1.04500008	1.41240025	0.9790001	40	0.01	3347.61133	0
DeckBuff_GSC	-1.04500008	-0.365527153	-79.18327	-1.04500008	-0.365527153	0.9790001	40	0.01	2537.10278	0
DeckBuff_MoveToTop	-2.456623	0	-116.788567	-2.456623	0	6.525049	40	0.01	3902.82471	0
DeckBuff_Orks	-1.93395424	-0.365527153	-78.73244	-1.93395424	-0.365527153	3.894001	40	0.01	2615.09229	0
DeckBuff_SW	-1.31999969	0	-113.2551	-1.31999969	0	3.31100082	40	0.01	3689.26855	0
DeckBuff_Tau	-1.04500008	-0.365527153	-82.0544739	-1.04500008	-0.365527153	3.43450356	40	0.01	2705.69067	0
DeckBuff1	-1.31999969	0	-113.2551	-1.31999969	0	3.31100082	40	0.01	3689.26855	0
Default Tap Floor	-0.06978452	-0.7635975	-5.49017143	-0.06978452	-0.7635975	0.07582033	40	0.01	176.161331	0
Delightful Agonies Launch Projectile	0	-0.1569376	-37.6311874	0	-0.1569376	0	40	0.01	1191.01147	0
Delightful_Agonies_Projectile	0	-0.1569376	-37.6311874	0	-0.1569376	0	40	0.01	1191.01147	0
Duty Reset	0	-0.800971031	-20.3787174	0	-0.800971031	0	40	0.01	644.977966	0
DutyEffect	0	-1.23538542	-17.6120071	0	-1.23538542	0.000264644623	40	0.01	557.421143	0
EarthCrack_Single	0	0	-45.3044739	0	0	1.322	40	0.01	1475.7085	0
Earthquake Rockfall Board	-0.00249004364	7.59425545	-45.9617462	-0.00249004364	7.59425545	-3.20970726	40	0.01	1353.08435	0
Earthquake Rockfall Target	-0.000610113144	9.821993	-22.0283623	-0.000610113144	9.821993	-0.000170469284	40	0.01	697.183167	0
EC Heldrake Attack	-0.0230427384	-0.07911599	-21.4378853	-0.0230427384	-0.07911599	7.374381	40	0.01	911.89624	0
