effect	px	py	pz	lx	ly	lz	fov	near	far	_
BulletImpact_autogun_2shot	1.10613716	-5.559309	-33.62068	1.10613716	-5.559309	11.9335155	40	0.01	1441.77136	0
BulletImpact_autogun_3shot	1.10613716	-5.559309	-37.99943	1.10613716	-5.559309	14.334446	40	0.01	1656.34558	0
BulletImpact_autogun_4shot	1.10613716	-5.559309	-41.0299072	1.10613716	-5.559309	15.934145	40	0.01	1802.88867	0
BulletImpact_autogun_6shot	1.24409926	-6.24422932	-41.909874	1.24409926	-6.24422932	15.93342	40	0.01	1830.71631	0
BulletImpact_autogun_6shot_twinlink	-0.1554501	-6.07151556	-42.9487	-0.1554501	-6.07151556	15.897027	40	0.01	1862.44275	0
BulletImpact_autogun_8shot	1.43378866	-6.480384	-40.8118477	1.43378866	-6.480384	15.1339722	40	0.01	1770.66187	0
BulletImpact_autogun_Automatic	1.39410591	-7.212392	-43.3944626	1.39410591	-7.212392	15.9327374	40	0.01	1877.68115	0
BulletImpact_autogun_liberator_1shot	0.8323592	-2.77675247	-29.9746265	0.8323592	-2.77675247	11.9335155	40	0.01	1326.37524	0
BulletImpact_autogun_liberator_repeat	-0.350686073	-3.12120175	-38.6998825	-0.350686073	-3.12120175	14.9392967	40	0.01	1697.65771	0
BulletImpact_autogun_Shotgun	-0.185547113	0.2597885	-29.0511246	-0.185547113	0.2597885	11.3746481	40	0.01	1279.459	0
BulletImpact_Bolter_Large Area	-4.00053167	-7.63799858	-47.4973755	-4.00053167	-7.63799858	15.7836437	40	0.01	2002.81787	0
BulletImpact_Bolter_Wide Area	-2.18245459	-7.906101	-48.8517075	-2.18245459	-7.906101	15.7721462	40	0.01	2045.31824	0
BulletImpact_BulletHole	0	-1.19191551	-20.00609	0	-1.19191551	1.3809998	40	0.01	676.8926	0
BulletImpact_Chaos_Melta	0.212800026	-0.448153019	-130.384079	0.212800026	-0.448153019	51.73035	40	0.01	5763.846	0
BulletImpact_ChaosMissile	0.08719993	0.243200064	-29.8088913	0.08719993	0.243200064	10.6302767	40	0.01	1279.88293	0
BulletImpact_ChemVial	-0.383387685	-12.2091455	-45.2861137	-0.383387685	-12.2091455	0	40	0.01	1433.28674	0
BulletImpact_Combi_Flamer_Infernus	-0.0456864834	0.434143066	-35.7931557	-0.0456864834	0.434143066	11.8278265	40	0.01	1507.18433	0
BulletImpact_DA_MissileVolley_Ballistus	-0.261304736	0.1969642	-6.133524	-0.261304736	0.1969642	-0.158663154	40	0.01	189.101868	0
BulletImpact_DCannon	0	0	-114.457581	0	0	48.6154137	40	0.01	5161.193	0
BulletImpact_DCannon_2	0	0	-113.100311	0	0	48.8994865	40	0.01	5127.226	0
BulletImpact_DCannon_2_twinlink	9.393692E-05	0	-112.026993	9.393692E-05	0	49.13049	40	0.01	5100.56738	0
BulletImpact_DCannon_twinlink	4.76837158E-07	0	-114.711494	4.76837158E-07	0	48.5374832	40	0.01	5166.7627	0
BulletImpact_DeathSpinner	0.0460118055	0.02934134	-16.8916569	0.0460118055	0.02934134	7.879617	40	0.01	784.0006	0
BulletImpact_DeathSpinner Test	0	-5.21686554	-41.2061462	0	-5.21686554	0	40	0.01	1304.15747	0
BulletImpact_deathspinner_arc	0.119365454	4.646546	-110.534271	0.119365454	4.646546	45.64088	40	0.01	4942.879	0
BulletImpact_deathspinner_arc_alt	0.0185222626	3.3190856	-21.8137589	0.0185222626	3.3190856	2.87625933	40	0.01	781.428833	0
BulletImpact_DeathSpinner_spider	-0.00180006027	0.114447	-19.5784	-0.00180006027	0.114447	8.153042	40	0.01	877.6886	0
BulletImpact_DeathSpinner_spider_twinlink	0.0938127041	0.114447	-19.8293228	0.0938127041	0.114447	8.165727	40	0.01	886.031738	0
BulletImpact_DeathSpinner_twinlink	0.07871008	0.02934134	-17.1864128	0.07871008	0.02934134	7.872518	40	0.01	793.1048	0
BulletImpact_DeathSpinner_twinlink_large	0.07954955	-0.00274217129	-24.7034035	0.07954955	-0.00274217129	6.826894	40	0.01	997.9208	0
BulletImpact_DeathSpinner_twinlink_large parabolic	0.649693966	-9.531712	-71.6055	0.649693966	-9.531712	19.6598949	40	0.01	2888.512	0
BulletImpact_DesolationMissile	-0.3833896	0.160000026	-34.35876	-0.3833896	0.160000026	14.7839384	40	0.01	1555.34607	0
BulletImpact_DesolationMissile_AOE	0.492726564	0.160000026	-37.2020073	0.492726564	0.160000026	15.924777	40	0.01	1681.44067	0
BulletImpact_DynamiteBundle_Throw	-0.5739118	-4.13723326	-18.5045815	-0.5739118	-4.13723326	0.32	40	0.01	595.7902	0
BulletImpact_Eldar_Lasblaster	2.42797685	0.1915834	-145.806259	2.42797685	0.1915834	63.77399	40	0.01	6633.12744	0
BulletImpact_Flamethrower_ClearanceIncinerator	0.0608406067	0.6693535	-67.84012	0.0608406067	0.6693535	23.5766582	40	0.01	2893.30322	0
BulletImpact_Flamethrower_HandFlamer	0.03374219	0.30163765	-32.0326271	0.03374219	0.30163765	12.7232981	40	0.01	1416.50635	0
BulletImpact_FlamethrowerSororitas	0	0.0188007355	-1010.25031	0	0.0188007355	254.887863	40	0.01	40041.0977	0
BulletImpact_FlamethrowerSororitas_long	0.138350487	0.6186018	-69.20333	0.138350487	0.6186018	23.5766582	40	0.01	2936.44824	0
BulletImpact_FlamethrowerSororitas_twinlink	0	0.0188007355	-1017.71826	0	0.0188007355	254.7328	40	0.01	40272.5469	0
BulletImpact_FusionGun	0	0	-113.100311	0	0	48.8994865	40	0.01	5127.226	0
BulletImpact_gatling_1s	1.74294209	-4.3246336	-33.9901047	1.74294209	-4.3246336	12.9903355	40	0.01	1486.91138	0
BulletImpact_gatling_1s_invader	1.920481	-4.3246336	-33.05965	1.920481	-4.3246336	13.2043085	40	0.01	1464.23511	0
BulletImpact_Ghazghkull_AA	1.38339329	-5.779628	-48.9337845	1.38339329	-5.779628	15.9723721	40	0.01	2054.253	0
BulletImpact_Gordrang	1.2209053	-4.287163	-41.1509056	1.2209053	-4.287163	16.3178825	40	0.01	1818.86328	0
BulletImpact_Grenade_ThumpGun	0.01050663	-0.4972651	-19.5810642	0.01050663	-0.4972651	7.04537344	40	0.01	842.715759	0
BulletImpact_GrenadeLauncher	-0.383387685	-0.151142478	-19.0186481	-0.383387685	-0.151142478	7.013477	40	0.01	823.905945	0
BulletImpact_GrenadierGauntlet	0	-0.520216346	-18.378376	0	-0.520216346	7.10670042	40	0.01	806.5921	0
BulletImpact_Kroot_KrootGun OLD	0.157479525	0.123090625	-33.6752	0.157479525	0.123090625	13.8641682	40	0.01	1504.60144	0
BulletImpact_Kroot_KrootPistol	0	0.160000026	-15.2882385	0	0.160000026	6.017384	40	0.01	674.3141	0
BulletImpact_Kroot_KrootRifle	0	0.160000026	-16.3790417	0	0.160000026	5.786368	40	0.01	701.526	0
BulletImpact_Kroot_KrootScattergun	0	0.160000026	-16.3774662	0	0.160000026	5.78561258	40	0.01	701.4523	0
BulletImpact_Kroot_RepeaterCannon	0	0.160000026	-16.3729076	0	0.160000026	5.78342772	40	0.01	701.238831	0
BulletImpact_Kroot_RepeaterCannon OLD	0.199460864	0.0663163662	-38.8439331	0.199460864	0.0663163662	16.2645626	40	0.01	1744.161	0
BulletImpact_Lascannon	-0.104007721	0	-70.80993	-0.104007721	0	29.2139988	40	0.01	3165.71582	0
BulletImpact_Lascannon_2shots	-0.104007721	0	-70.80993	-0.104007721	0	29.2139988	40	0.01	3165.71582	0
BulletImpact_Lascannon_twinlink	-0.07795143	0	-71.04929	-0.07795143	0	29.1567516	40	0.01	3171.47974	0
BulletImpact_Lascannon_twinlink_dread	0.277907848	0	-77.41802	0.277907848	0	28.0000916	40	0.01	3336.43945	0
BulletImpact_LongRifle_trail	9.393692E-05	0.160001278	-231.191071	9.393692E-05	0.160001278	100.56	40	0.01	10499.7832	0
BulletImpact_MagicMissile_EC	0.0534111261	0.24284482	-16.109436	0.0534111261	0.24284482	4.497908	40	0.01	652.213867	0
BulletImpact_MagicMissile_EC_Fire	-0.5430751	0.166879177	-16.7640152	-0.5430751	0.166879177	4.496881	40	0.01	672.89856	0
BulletImpact_MissileToTarget	-0.383387685	-7.08418846	-34.6951141	-0.383387685	-7.08418846	0.5481838	40	0.01	1115.43579	0
BulletImpact_MissileToTarget_Orks	-0.383387685	-7.08418846	-34.7311325	-0.383387685	-7.08418846	0.5481838	40	0.01	1116.57568	0
BulletImpact_Morgrim	1.2209053	-4.287163	-41.260582	1.2209053	-4.287163	16.3776321	40	0.01	1824.22559	0
BulletImpact_Needle gun_1shot	0.04139912	0.160000026	-27.1583862	0.04139912	0.160000026	12.3989668	40	0.01	1251.97388	0
BulletImpact_noisemarine	-0.391466379	0.23119998	-47.5060959	-0.391466379	0.23119998	19.6080341	40	0.01	2124.13428	0
BulletImpact_Ork Heavy Lobba	-0.010487318	0.3190146	-5.257167	-0.010487318	0.3190146	1.00960183	40	0.01	198.340622	0
BulletImpact_Ork Missile Big	-0.467988729	0.3190146	-5.65239668	-0.467988729	0.3190146	0.6103512	40	0.01	198.213364	0
BulletImpact_Ork Missiles 1	-0.383387685	0.160000026	-34.4288	-0.383387685	0.160000026	14.8166895	40	0.01	1558.59924	0
BulletImpact_Ork Missiles 2	-0.447069764	0.160000026	-36.134697	-0.447069764	0.160000026	16.1612186	40	0.01	1655.14392	0
BulletImpact_Ork Snakebite Squig Hook	-0.383387685	0.105374217	-17.3138771	-0.383387685	0.105374217	6.13681459	40	0.01	742.204651	0
BulletImpact_Psychophage	0	-0.477177143	-29.24295	0	-0.477177143	8.159866	40	0.01	1183.78357	0
BulletImpact_Pyrovore	-0.0297050476	0.1678232	-9.832629	-0.0297050476	0.1678232	0.7352283	40	0.01	334.468323	0
BulletImpact_Pyrovore OLD	-1.13210726	0.20753336	-21.146637	-1.13210726	0.20753336	2.98486853	40	0.01	763.7522	0
BulletImpact_RandomShitGo	1.24804592	-4.314304	-43.5219269	1.24804592	-4.314304	15.7142544	40	0.01	1874.80054	0
BulletImpact_RiftCannon	0	0.4000001	-299.861816	0	0.4000001	116.4	40	0.01	13174.5137	0
BulletImpact_Rippergun	1.25318313	-3.28145266	-30.6242485	1.25318313	-3.28145266	11.79786	40	0.01	1342.64209	0
BulletImpact_Saboteur_DetonatorOnly	0	0.20000124	-38.3552666	0	0.20000124	0.500093937	40	0.01	1229.7561	0
BulletImpact_SaboteurExplosive	0	0.160001278	-38.45527	0	0.160001278	0.400094032	40	0.01	1229.7561	0
BulletImpact_Screamer-Killer	-2.38418579E-07	-0.35918808	-28.7659454	-2.38418579E-07	-0.35918808	7.313573	40	0.01	1141.90173	0
BulletImpact_Shuriken_Long	0.209999323	0.429044247	-46.5897675	0.209999323	0.429044247	19.8233929	40	0.01	2101.94922	0
BulletImpact_Shuriken_Long_twinlink	0.209844589	0.429044247	-46.9889832	0.209844589	0.429044247	19.8246021	40	0.01	2114.622	0
BulletImpact_Shuriken_Pistol	0.262586117	0.426812828	-45.5691	0.262586117	0.426812828	19.9468	40	0.01	2073.551	0
BulletImpact_Shuriken_Short	0.2099992	0.250664651	-45.6641121	0.2099992	0.250664651	19.96455	40	0.01	2077.12	0
BulletImpact_Shuriken_Short_twinlink	0.209877968	0.250664651	-46.03016	0.209877968	0.250664651	19.9713917	40	0.01	2088.92163	0
BulletImpact_Sonic Weapon 1	9.536743E-06	0.1600132	-61.54867	9.536743E-06	0.1600132	14.8	40	0.01	2416.40381	0
BulletImpact_Sonic Weapon 1 Dual Pistol	7.534027E-05	0.160001755	-50.5213	7.534027E-05	0.160001755	16.065443	40	0.01	2107.44287	0
BulletImpact_Sonic Weapon 1 Dual Pistol OLD	7.534027E-05	0.160001755	-55.04907	7.534027E-05	0.160001755	14.8	40	0.01	2210.694	0
BulletImpact_Sonic Weapon 2	0.0941205	0.8916993	-55.7158432	0.0941205	0.8916993	18.6995068	40	0.01	2355.215	0
BulletImpact_Sonic Weapon 2 Pistol	0.399999619	0.159999847	-67.8096161	0.399999619	0.159999847	18.6399937	40	0.01	2736.09424	0
BulletImpact_Sonic Weapon 2 Twinlink	0.199999809	0.159999847	-64.526886	0.199999809	0.159999847	17.4473343	40	0.01	2594.45	0
BulletImpact_Sonic Weapon 2 variant	-0.2506442	0.160001278	-62.77105	-0.2506442	0.160001278	19.1103954	40	0.01	2591.514	0
BulletImpact_Sororitas_Melta	0	0	-155.549591	0	0	60.2339973	40	0.01	6829.461	0
BulletImpact_Sororitas_MissileVolley	-0.260256767	1.2	-5.752726	-0.260256767	1.2	-0.001085341	40	0.01	182.037048	0
BulletImpact_Sororitas_MissileVolley_board_down	0.054605484	16	-15.1779318	0.054605484	16	0.15904212	40	0.01	485.408875	0
BulletImpact_Sororitas_MissileVolley_board_up	-0.260256767	1.2	-5.752726	-0.260256767	1.2	-0.001085341	40	0.01	182.037048	0
BulletImpact_Sororitas_MissileVolley_MoveAnim	0.0436842442	20.36456	-63.39935	0.0436842442	20.36456	0.127233744	40	0.01	2010.59	0
BulletImpact_Sororitas_MultiMelta	0	0.184800148	-155.652069	0	0.184800148	60.2339973	40	0.01	6832.704	0
BulletImpact_Sororitas_MultiMelta_Junith	0	0.184800148	-155.1076	0	0.184800148	60.3999977	40	0.01	6820.726	0
BulletImpact_Sororitas_SaintCelestine	0	0	-337.988342	0	0	99.04799	40	0.01	13832.02	0
BulletImpact_Spore Launch	0	-1.09600019	-24.8674374	0	-1.09600019	0	40	0.01	787.044067	0
BulletImpact_Spore Launch 1	0	-1.09600019	-24.8674374	0	-1.09600019	0	40	0.01	787.044067	0
BulletImpact_stormbolter_4shots	0.01261282	-1.17218542	-38.3774643	0.01261282	-1.17218542	14.9855766	40	0.01	1688.91809	0
BulletImpact_stormbolter_4shots_Logan_AA	-0.05552578	-2.48476124	-38.485672	-0.05552578	-2.48476124	15.1614752	40	0.01	1697.90991	0
BulletImpact_stormbolter_6shots	-0.05552578	-2.48476124	-39.19115	-0.05552578	-2.48476124	14.9855766	40	0.01	1714.6709	0
BulletImpact_tank_baneblade	0	-0.200000048	-88.42461	0	-0.200000048	35.7573051	40	0.01	3930.306	0
BulletImpact_tank_big	0	-0.200000048	-88.2692261	0	-0.200000048	35.684803	40	0.01	3923.09375	0
BulletImpact_tank_huge	0	-0.200000048	-88.2692261	0	-0.200000048	35.684803	40	0.01	3923.09375	0
BulletImpact_tank_small	0	0	-84.07305	0	0	36.3253021	40	0.01	3810.55786	0
BulletImpact_Tau_Burst Cannon	-0.4232111	0.5071037	-48.8819962	-0.4232111	0.5071037	19.6015	40	0.01	2167.47437	0
BulletImpact_Tau_Burst Cannon_short	-0.4232111	0.200000048	-48.7911224	-0.4232111	0.200000048	19.6015	40	0.01	2164.59839	0
BulletImpact_Tau_FusionBlaster	0.5	0.05249977	-217.185455	0.5	0.05249977	87.34814	40	0.01	9638.362	0
BulletImpact_Tau_FusionBlaster Dual	0.000234603882	0.05249977	-206.734879	0.000234603882	0.05249977	89.558	40	0.01	9377.547	0
BulletImpact_Tau_GravPulse	-0.2867725	0.159999967	-112.579773	-0.2867725	0.159999967	49.44994	40	0.01	5128.173	0
BulletImpact_Tau_IonAccelerator	-37.8823776	-1.31500053	-252.917282	-37.8823776	-1.31500053	38.07485	40	0.01	9209.78	0
BulletImpact_Tau_Missile 10x	-0.203683376	0.174456239	-20.9869766	-0.203683376	0.174456239	8.381597	40	0.01	929.5032	0
BulletImpact_Tau_Missile 3x	-0.257789731	0.196804047	-21.07964	-0.257789731	0.196804047	8.46756649	40	0.01	935.1568	0
BulletImpact_Tau_Plasma Cannon	0.2564788	0.200000048	-62.4137573	0.2564788	0.200000048	23.3695469	40	0.01	2715.00586	0
BulletImpact_Tau_Pulse Blaster	0.08765578	0.4787171	-37.9535828	0.08765578	0.4787171	14.7064238	40	0.01	1666.66736	0
BulletImpact_Tau_Pulse Bomb	-0.009959936	0.200000048	-15.0606995	-0.009959936	0.200000048	0.5	40	0.01	492.4897	0
BulletImpact_Tau_Pulse Carbine	0.962589741	0.163349152	-59.1914673	0.962589741	0.163349152	18.64354	40	0.01	2463.44556	0
BulletImpact_Tau_Pulse Carbine Dual	0.962003469	0.163349152	-60.05949	0.962003469	0.163349152	18.6102715	40	0.01	2489.86523	0
BulletImpact_Tau_Pulse Carbine Dual OLD	0	0.200000048	-46.6160126	0	0.200000048	18.6444378	40	0.01	2065.466	0
BulletImpact_Tau_Pulse Carbine OLD	0	0.200000048	-49.6078873	0	0.200000048	18.0806561	40	0.01	2142.31445	0
BulletImpact_Tau_Pulse Drone Dual	1.348325	0.217487812	-50.01734	1.348325	0.217487812	20.96338	40	0.01	2246.51025	0
BulletImpact_Tau_Pulse Pistol	0.72891283	0.3135389	-48.8372154	0.72891283	0.3135389	20.2111626	40	0.01	2185.35254	0
BulletImpact_Tau_Pulse Rifle	1.0821228	0.3072436	-50.47863	1.0821228	0.3072436	20.6757889	40	0.01	2252.00781	0
BulletImpact_Tau_Pulse Rifle Dual	1.348325	0.3072436	-51.0701981	1.348325	0.3072436	20.7135315	40	0.01	2271.92529	0
BulletImpact_Tau_PulseARCcannon	0.212800026	0.480800152	-165.175308	0.212800026	0.480800152	57.8999977	40	0.01	7060.24072	0
BulletImpact_Tau_Rail Rifle	0	0.200000048	-47.2320061	0	0.200000048	19.4675026	40	0.01	2111.012	0
BulletImpact_Tau_Sniper Pulse Rifle	0	0.199999809	-104.054779	0	0.199999809	38.40865	40	0.01	4508.90869	0
BulletImpact_Thunderfire	-1.85447311	-0.2883458	-21.2881889	-1.85447311	-0.2883458	7.535421	40	0.01	912.2553	0
BulletImpact_Tyranid_Barblauncher	0.119426727	0.5910859	-35.6487427	0.119426727	0.5910859	11.4285145	40	0.01	1489.97559	0
BulletImpact_Tyranid_Big	0	-0.191213608	-36.3978653	0	-0.191213608	12.3542538	40	0.01	1542.98425	0
BulletImpact_Tyranid_Cannon	0	0.384786129	-31.27029	0	0.384786129	8.925532	40	0.01	1272.18115	0
BulletImpact_Tyranid_Small	0	-0.191213608	-35.180706	0	-0.191213608	11.7127151	40	0.01	1484.15735	0
BulletImpact_Tyranid_Small_Dual	0	-0.191213608	-35.4743347	0	-0.191213608	11.7127151	40	0.01	1493.45056	0
BulletImpact_Tyranid_Stranglethorn	0	-0.191213608	-75.6614761	0	-0.191213608	31.54284	40	0.01	3392.97217	0
BulletImpact_Tyranid_Stranglethorn_Dual	0	-0.191213608	-32.5348129	0	-0.191213608	10.1111736	40	0.01	1349.72778	0
BulletImpact_ValkyrieMissile	-1.88738775	0.160000026	-37.7155533	-1.88738775	0.160000026	16.0637646	40	0.01	1702.09314	0
BulletImpact_Webber	0.07852912	0.0906463861	-17.05907	0.07852912	0.0906463861	7.825335	40	0.01	787.5811	0
BulletImpactBurst_Blood	-0.238114834	-0.213423252	-35.4673576	-0.238114834	-0.213423252	11.2933273	40	0.01	1479.9563	0
BulletImpactBurst_crowd	0.0499997139	-1.0544157	-24.903162	0.0499997139	-1.0544157	5.895	40	0.01	974.7491	0
BulletTrail	1.37607	-1.02645969	-47.2127953	1.37607	-1.02645969	2.53651285	40	0.01	1574.545	0
BulletTrail_Single	1.90019751	-4.63896	-43.8581924	1.90019751	-4.63896	2.39630556	40	0.01	1463.93567	0
BulletTrail_Stormraven	-11.6125011	4.747502	-62.3924866	-11.6125011	4.747502	0.3601818	40	0.01	1986.096	0
BulletTrail_Stormraven_Single	0.360179663	9.747502	-78.88768	0.360179663	9.747502	29.8600178	40	0.01	3441.81934	0
CamouflageEffect	0	0.0260001421	-9.479216	0	0.0260001421	0.105999947	40	0.01	303.3681	0
CamouflageEffect New	0	-1.29999971	-31.0922871	0	-1.29999971	-0.007998943	40	0.01	983.8048	0
CantAttackEffect	0	-1.36299992	-23.3136	0	-1.36299992	1.43051147E-06	40	0.01	737.865845	0
Card_Buff_Hand	0	-0.313920021	-24.5067139	0	-0.313920021	0	40	0.01	775.6273	0
Card_Buff_Hand_Ork	0	-0.313920021	-24.5067139	0	-0.313920021	0	40	0.01	775.6273	0
Card_Buff_Hand_SW	0	-0.313920021	-26.53602	0	-0.313920021	0	40	0.01	839.854065	0
Card_Buff_Sabotage_trigger	0	-0.313920021	-24.5067139	0	-0.313920021	0	40	0.01	775.6273	0
Card_Buff_Tyranid	0	0.364000082	-12.3128519	0	0.364000082	0	40	0.01	389.696655	0
CardDisappear	0	0	-3.885536	0	0	0	40	0.01	122.9756	0
CardPrefab	0	0.712276936	-14.1607885	0	0.712276936	0.006052971	40	0.01	448.374664	0
Chaos_Destroy_Brutal	0.0238995552	0.337286949	-33.2700462	0.0238995552	0.337286949	-0.5	40	0.01	1037.15845	0
Chronomancer_Buff	0	0.229000092	-14.663765	0	0.229000092	-0.0929999352	40	0.01	461.158661	0
CodexEffect	0	0.009999752	-20.2591	0	0.009999752	0	40	0.01	641.1921	0
CodexIdleEffect	0	0.009999752	-20.2591	0	0.009999752	0	40	0.01	641.1921	0
ComboEffect	0	-0.0568707	-19.9648571	0	-0.0568707	0.103263378	40	0.01	635.1477	0
CompanionEffect	0	-1.12638569	-23.3099556	0	-1.12638569	0.00326442719	40	0.01	737.85376	0
ConcussiveEffect	0	-0.655670166	-76.16727	0	-0.655670166	0	40	0.01	2410.66235	0
CoordinatedEngagement	0	0.3325565	-83.99126	0	0.3325565	-8.633892	40	0.01	2385.0293	0
Cosmic Serpent	-0.0189595222	0.4499998	-27.4801331	-0.0189595222	0.4499998	1.849	40	0.01	928.2549	0
Cosmic Serpent_Secondary	-0.0189595222	0.4499998	-27.4801331	-0.0189595222	0.4499998	1.849	40	0.01	928.2549	0
CreateCard	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard BlackLegion	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard DA	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard EC	2.49999952	5.6121	-40.3242226	2.49999952	5.6121	-0.211900234	40	0.01	1269.53845	0
CreateCard EC Elixir	2.49999952	3.08934975	-45.9997177	2.49999952	3.08934975	-0.211900234	40	0.01	1449.16541	0
CreateCard Gold	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CreateCard GSC	2.49999952	5.6121	-40.3242226	2.49999952	5.6121	-0.211900234	40	0.01	1269.53845	0
CreateCard GSC 5x	0	5.43710041	-44.4441757	0	5.43710041	-0.0118999481	40	0.01	1406.263	0
CreateCard Necron	2.49999952	5.6121	-40.3242226	2.49999952	5.6121	-0.211900234	40	0.01	1269.53845	0
CreateCard Orks	2.49999952	5.449849	-40.665947	2.49999952	5.449849	-0.211900234	40	0.01	1280.35388	0
CreateCard Orks 1	2.49999952	5.449849	-40.665947	2.49999952	5.449849	-0.211900234	40	0.01	1280.35388	0
CreateCard Sabotage	0	3.52361	-14.2534676	0	3.52361	-0.07105327	40	0.01	448.867523	0
CreateCard_Tau	2.5	2.06210041	-63.50827	2.5	2.06210041	-0.211899757	40	0.01	2003.304	0
CrueltyEffect	-0.042963028	0.447319031	-137.198227	-0.042963028	0.447319031	0.109033585	40	0.01	4345.718	0
Cryptek_Stun	0	0.229000092	-19.5206852	0	0.229000092	-0.0929999352	40	0.01	614.8782	0
Cut Axe SW	-0.409517765	-0.5303068	-31.643795	-0.409517765	-0.5303068	-7.29560852E-05	40	0.01	1001.51074	0
Cut EC	0.174963	-0.169542313	-29.0072441	0.174963	-0.169542313	0	40	0.01	918.067261	0
Cut EC 3x	-1.01572371	0.4300475	-31.8734722	-1.01572371	0.4300475	0	40	0.01	1008.78223	0
Cut EC Reverse	-0.174963	0.169542313	-29.0072479	-0.174963	0.169542313	0	40	0.01	918.0674	0
Cut EC sword 7x warlord	-0.3682022	0.32330513	-28.6494541	-0.3682022	0.32330513	0	40	0.01	906.743347	0
Cut Termie Lightning Claws	-0.188693047	-0.251153946	-46.4655724	-0.188693047	-0.251153946	-0.252498627	40	0.01	1462.62463	0
Cut Wulfen SW	0.9474282	-0.219926357	-27.7666359	0.9474282	-0.219926357	0	40	0.01	878.8025	0
Cut Wulfen SW Double	0.647697	-0.244363308	-31.2422714	0.647697	-0.244363308	0	40	0.01	988.804932	0
Cut Wulfen SW Reverse	-0.797718048	-0.55644846	-27.8928	-0.797718048	-0.55644846	0	40	0.01	882.795532	0
Cuts Brutal	0.06521368	0.281662464	-35.7183	0.06521368	0.281662464	0	40	0.01	1130.46936	0
Cuts Brutal_Warp Spider	-0.0309486389	0.0149621964	-35.6587067	-0.0309486389	0.0149621964	0.0005054474	40	0.01	1128.59937	0
DaIrongobEffect	0	-0.400886059	-32.49307	0	-0.400886059	-0.00173521042	40	0.01	1028.33716	0
Death Cult Strike	0.360222816	-0.009130955	-29.3940887	0.360222816	-0.009130955	0	40	0.01	930.3107	0
Deathspinner Cut Effect	0	0	-3.53583765	0	0	0	40	0.01	111.907791	0
Debuff EC	0	-0.653411865	-29.121748	0	-0.653411865	0	40	0.01	921.6912	0
Debuff_Mana_Tyranid	0	-4.01812	-451.404419	0	-4.01812	0.189994812	40	0.01	14292.7764	0
DeckBuff Grey	-1.31999969	0	-113.2551	-1.31999969	0	3.31100082	40	0.01	3689.26855	0
DeckBuff_BlackLegion	-1.04500008	1.41240025	-104.7921	-1.04500008	1.41240025	0.9790001	40	0.01	3347.61133	0
DeckBuff_Green	-0.6250496	0	-113.353935	-0.6250496	0	6.525049	40	0.01	3794.12	0
DeckBuff_Green 2	-1.04500008	1.41240025	-104.7921	-1.04500008	1.41240025	0.9790001	40	0.01	3347.61133	0
DeckBuff_GSC	-1.04500008	-0.365527153	-79.18327	-1.04500008	-0.365527153	0.9790001	40	0.01	2537.10278	0
DeckBuff_MoveToTop	-2.456623	0	-116.788567	-2.456623	0	6.525049	40	0.01	3902.82471	0
DeckBuff_Orks	-0.379001617	-0.365527153	-78.88003	-0.379001617	-0.365527153	4.42186928	40	0.01	2636.47046	0
DeckBuff_SW	-1.31999969	1.0735302	-115.245773	-1.31999969	1.0735302	3.31100082	40	0.01	3752.27271	0
DeckBuff_Tau	-1.04500008	-0.365527153	-82.0544739	-1.04500008	-0.365527153	3.43450356	40	0.01	2705.69067	0
DeckBuff1	-1.31999969	0	-113.2551	-1.31999969	0	3.31100082	40	0.01	3689.26855	0
Default Tap Floor	0.029733777	-0.7144084	-5.56366444	0.029733777	-0.7144084	0.130634546	40	0.01	180.222214	0
Delightful Agonies Launch Projectile	0	-0.1569376	-37.6311874	0	-0.1569376	0	40	0.01	1191.01147	0
Delightful_Agonies_Projectile	0	-0.1569376	-37.6311874	0	-0.1569376	0	40	0.01	1191.01147	0
Duty Reset	0	-1.3	-19.4276848	0	-1.3	0	40	0.01	614.8782	0
DutyEffect	0	-1.23538542	-17.6120071	0	-1.23538542	0.000264644623	40	0.01	557.421143	0
EarthCrack_Single	0	0	-45.3044739	0	0	1.322	40	0.01	1475.7085	0
Earthquake Rockfall Board	-0.361344337	7.59752131	-44.93155	-0.361344337	7.59752131	-3.03085327	40	0.01	1326.13965	0
Earthquake Rockfall Target	0.000964164734	9.887106	-21.9458	0.000964164734	9.887106	1.03712082E-05	40	0.01	694.5758	0
EC Heldrake Attack	-0.0070258975	0.0633766651	-18.9850845	-0.0070258975	0.0633766651	7.97495461	40	0.01	853.274048	0
EC Heldrake Rally	-13.372551	9.3	-170.702057	-13.372551	9.3	0.617424	40	0.01	5422.191	0
EC Sword Cut Board DMC Style	0.0001296997	2.91999817	-288.4106	0.0001296997	2.91999817	0.060112	40	0.01	9129.979	0
EC Target	0	-1.25	-27.1954918	0	-1.25	0.00326442719	40	0.01	860.829346	0
EC_Sonic Shock	0	0	-28.1429768	0	0	2.43931246	40	0.01	967.916748	0
